date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:08:03	7620/7620	---MCZ	200	added ('OK')	text/css	etag:W/%221dc4-5ba4081908a91%22	https://kodanmal.com/css/frontend/btn.css	D:/My%20Web%20Sites/My%20website/kodanmal.com/css/frontend/btn.css	(from https://kodanmal.com/)
11:08:03	2516/2516	---MCZ	200	added ('OK')	text/css	etag:W/%229d4-5ba408190b1a1%22	https://kodanmal.com/css/frontend/selectbox.css	D:/My%20Web%20Sites/My%20website/kodanmal.com/css/frontend/selectbox.css	(from https://kodanmal.com/)
11:08:03	1068/1068	---MCZ	200	added ('OK')	text/css	etag:W/%2242c-5ba408190a5e9%22	https://kodanmal.com/css/frontend/input.css	D:/My%20Web%20Sites/My%20website/kodanmal.com/css/frontend/input.css	(from https://kodanmal.com/)
11:08:03	6406/6406	---MCZ	200	added ('OK')	text/css	etag:W/%221906-5ba408190b1a1%22	https://kodanmal.com/css/frontend/menu.css	D:/My%20Web%20Sites/My%20website/kodanmal.com/css/frontend/menu.css	(from https://kodanmal.com/)
11:08:03	4818/4818	---MCZ	200	added ('OK')	text/css	etag:W/%2212d2-5ba408190a201%22	https://kodanmal.com/css/frontend/footer.css	D:/My%20Web%20Sites/My%20website/kodanmal.com/css/frontend/footer.css	(from https://kodanmal.com/)
11:08:04	7045/7045	---MCZ	200	added ('OK')	text/css	etag:W/%221b85-5ba408190a5e9%22	https://kodanmal.com/css/frontend/home_new.css	D:/My%20Web%20Sites/My%20website/kodanmal.com/css/frontend/home_new.css	(from https://kodanmal.com/)
11:08:04	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2009%20Jul%202021%2004:08:04%20GMT	https://www.googletagmanager.com/gtm.js?id=	D:/My%20Web%20Sites/My%20website/www.googletagmanager.com/gtm.f5445.delayed	(from https://kodanmal.com/)
11:08:04	10601/10601	---M--	200	added ('OK')	image/png	etag:%222969-5be1cd07ec5df%22	https://kodanmal.com/images/Kodanmal-Logo-01.png	D:/My%20Web%20Sites/My%20website/kodanmal.com/images/Kodanmal-Logo-01.png	(from https://kodanmal.com/)
11:08:05	121992/121992	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2004:08:05%20GMT	https://kodanmal.com/about-us	D:/My%20Web%20Sites/My%20website/kodanmal.com/about-us.html	(from https://kodanmal.com/)
11:08:05	125593/125593	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2004:08:05%20GMT	https://kodanmal.com/exhibition	D:/My%20Web%20Sites/My%20website/kodanmal.com/exhibition.html	(from https://kodanmal.com/)
11:08:05	118263/118263	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2004:08:05%20GMT	https://kodanmal.com/market	D:/My%20Web%20Sites/My%20website/kodanmal.com/market.html	(from https://kodanmal.com/)
11:08:05	120968/120968	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2004:08:05%20GMT	https://kodanmal.com/contact-us	D:/My%20Web%20Sites/My%20website/kodanmal.com/contact-us.html	(from https://kodanmal.com/)
11:08:06	119436/119436	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2004:08:06%20GMT	https://kodanmal.com/order/step1	D:/My%20Web%20Sites/My%20website/kodanmal.com/order/step1.html	(from https://kodanmal.com/)
11:08:06	165043/165043	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2004:08:06%20GMT	https://kodanmal.com/product/tuna	D:/My%20Web%20Sites/My%20website/kodanmal.com/product/tuna.html	(from https://kodanmal.com/)
11:08:06	122507/122507	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2004:08:06%20GMT	https://kodanmal.com/product/sardines_mackerel	D:/My%20Web%20Sites/My%20website/kodanmal.com/product/sardines_mackerel.html	(from https://kodanmal.com/)
11:08:06	152456/152456	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2004:08:06%20GMT	https://kodanmal.com/product/Pineapple	D:/My%20Web%20Sites/My%20website/kodanmal.com/product/Pineapple.html	(from https://kodanmal.com/)
11:08:06	143696/143696	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2004:08:06%20GMT	https://kodanmal.com/product/corn	D:/My%20Web%20Sites/My%20website/kodanmal.com/product/corn.html	(from https://kodanmal.com/)
11:08:07	205906/205906	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2004:08:07%20GMT	https://kodanmal.com/product/canned_fruits	D:/My%20Web%20Sites/My%20website/kodanmal.com/product/canned_fruits.html	(from https://kodanmal.com/)
11:08:07	178030/178030	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2004:08:07%20GMT	https://kodanmal.com/product/Canned_Vegetables	D:/My%20Web%20Sites/My%20website/kodanmal.com/product/Canned_Vegetables.html	(from https://kodanmal.com/)
11:08:07	270417/270417	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2004:08:07%20GMT	https://kodanmal.com/product/fruits_vegetables	D:/My%20Web%20Sites/My%20website/kodanmal.com/product/fruits_vegetables.html	(from https://kodanmal.com/)
11:08:07	181158/181158	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2004:08:07%20GMT	https://kodanmal.com/product/coconut_milk	D:/My%20Web%20Sites/My%20website/kodanmal.com/product/coconut_milk.html	(from https://kodanmal.com/)
11:08:07	176110/176110	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2004:08:07%20GMT	https://kodanmal.com/product/tamarind	D:/My%20Web%20Sites/My%20website/kodanmal.com/product/tamarind.html	(from https://kodanmal.com/)
11:08:08	169490/169490	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2004:08:08%20GMT	https://kodanmal.com/product/thai_rice	D:/My%20Web%20Sites/My%20website/kodanmal.com/product/thai_rice.html	(from https://kodanmal.com/)
11:08:08	136364/136364	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2004:08:08%20GMT	https://kodanmal.com/product/beverage-drinks	D:/My%20Web%20Sites/My%20website/kodanmal.com/product/beverage-drinks.html	(from https://kodanmal.com/)
11:08:08	170339/170339	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2004:08:08%20GMT	https://kodanmal.com/product/sugar	D:/My%20Web%20Sites/My%20website/kodanmal.com/product/sugar.html	(from https://kodanmal.com/)
11:08:08	119927/119927	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2004:08:08%20GMT	https://kodanmal.com/product/frozen_product	D:/My%20Web%20Sites/My%20website/kodanmal.com/product/frozen_product.html	(from https://kodanmal.com/)
11:08:09	122016/122016	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2004:08:08%20GMT	https://kodanmal.com/product/flour_and_noodle	D:/My%20Web%20Sites/My%20website/kodanmal.com/product/flour_and_noodle.html	(from https://kodanmal.com/)
11:08:09	481802/481802	---M--	200	added ('OK')	image/png	etag:%2275a0a-5b6682ee2cd4e%22	https://kodanmal.com/uploads/banner/20180620101439-53574.png	D:/My%20Web%20Sites/My%20website/kodanmal.com/uploads/banner/20180620101439-53574.png	(from https://kodanmal.com/)
11:08:09	12851/12851	---M--	200	added ('OK')	image/png	etag:%223233-5b66ac511e7f2%22	https://kodanmal.com/uploads/product_banner/300/20180528104903-82122.png	D:/My%20Web%20Sites/My%20website/kodanmal.com/uploads/product_banner/300/20180528104903-82122.png	(from https://kodanmal.com/)
11:08:11	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2009%20Jul%202021%2004:08:09%20GMT	http://kodanmal.com/product/pineapple	D:/My%20Web%20Sites/My%20website/kodanmal.com/product/pineapple.26.delayed	(from https://kodanmal.com/)
11:08:11	152456/152456	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2004:08:11%20GMT	https://kodanmal.com/product/pineapple	D:/My%20Web%20Sites/My%20website/kodanmal.com/product/pineapple-2.html	(from https://kodanmal.com/)
11:08:11	34419/34419	---M--	200	added ('OK')	image/png	etag:%228673-5b66ac4e3ceda%22	https://kodanmal.com/uploads/product_banner/300/20180517184116-90806.png	D:/My%20Web%20Sites/My%20website/kodanmal.com/uploads/product_banner/300/20180517184116-90806.png	(from https://kodanmal.com/)
11:08:12	33904/33904	---M--	200	added ('OK')	image/png	etag:%228470-5b66ac4d1c972%22	https://kodanmal.com/uploads/product_banner/300/20180517183338-77276.png	D:/My%20Web%20Sites/My%20website/kodanmal.com/uploads/product_banner/300/20180517183338-77276.png	(from https://kodanmal.com/)
11:08:12	4231992/4231992	---M--	200	added ('OK')	image/png	etag:%22409338-5971fbcde0300%22	https://kodanmal.com/uploads/banner/20180517184112-24642.png	D:/My%20Web%20Sites/My%20website/kodanmal.com/uploads/banner/20180517184112-24642.png	(from https://kodanmal.com/)
11:08:12	5414/5414	---M--	200	added ('OK')	image/png	etag:%221526-5be1cccfea56d%22	https://kodanmal.com/images/amazing/Green%20garden%20Logo-01.png	D:/My%20Web%20Sites/My%20website/kodanmal.com/images/amazing/Green%20garden%20Logo-01.png	(from https://kodanmal.com/)
11:08:12	5342/5342	---M--	200	added ('OK')	image/png	etag:%2214de-5be1ccd39d244%22	https://kodanmal.com/images/amazing/Ocean%20Foods%20Logo-01.png	D:/My%20Web%20Sites/My%20website/kodanmal.com/images/amazing/Ocean%20Foods%20Logo-01.png	(from https://kodanmal.com/)
11:08:12	5054/5054	---M--	200	added ('OK')	image/png	etag:%2213be-5be1ccd61b962%22	https://kodanmal.com/images/amazing/Rosini%20Logo-01.png	D:/My%20Web%20Sites/My%20website/kodanmal.com/images/amazing/Rosini%20Logo-01.png	(from https://kodanmal.com/)
11:08:13	5201/5201	---M--	200	added ('OK')	image/png	etag:%221451-5be1ccd54d86b%22	https://kodanmal.com/images/amazing/Pacific%20Fresh%20Logo-01.png	D:/My%20Web%20Sites/My%20website/kodanmal.com/images/amazing/Pacific%20Fresh%20Logo-01.png	(from https://kodanmal.com/)
11:08:13	5949/5949	---M--	200	added ('OK')	image/png	etag:%22173d-5be1cccf09b94%22	https://kodanmal.com/images/amazing/Green%20Fields%20Logo-01.png	D:/My%20Web%20Sites/My%20website/kodanmal.com/images/amazing/Green%20Fields%20Logo-01.png	(from https://kodanmal.com/)
11:08:13	5375/5375	---M--	200	added ('OK')	image/png	etag:%2214ff-5be1ccd28f1d7%22	https://kodanmal.com/images/amazing/Logo%20Atlantic%20Blue-01.png	D:/My%20Web%20Sites/My%20website/kodanmal.com/images/amazing/Logo%20Atlantic%20Blue-01.png	(from https://kodanmal.com/)
11:08:13	4501/4501	---M--	200	added ('OK')	image/png	etag:%221195-5be1ccd0ca38d%22	https://kodanmal.com/images/amazing/Kareena%20Logo-01.png	D:/My%20Web%20Sites/My%20website/kodanmal.com/images/amazing/Kareena%20Logo-01.png	(from https://kodanmal.com/)
11:08:14	5210/5210	---M--	200	added ('OK')	image/png	etag:%22145a-5be1ccce218a3%22	https://kodanmal.com/images/amazing/Cool%20Time%20logo.png	D:/My%20Web%20Sites/My%20website/kodanmal.com/images/amazing/Cool%20Time%20logo.png	(from https://kodanmal.com/)
11:08:14	1344/1344	---M--	200	added ('OK')	image/png	etag:%22540-5be1ccd1a538d%22	https://kodanmal.com/images/amazing/LOGO_Atlantico.png	D:/My%20Web%20Sites/My%20website/kodanmal.com/images/amazing/LOGO_Atlantico.png	(from https://kodanmal.com/)
11:08:14	4487810/4487810	---M--	200	added ('OK')	image/png	etag:%22447a82-5971fbcde0300%22	https://kodanmal.com/uploads/banner/20180517183303-13824.png	D:/My%20Web%20Sites/My%20website/kodanmal.com/uploads/banner/20180517183303-13824.png	(from https://kodanmal.com/)
11:08:14	4712/4712	---M--	200	added ('OK')	image/png	etag:%221268-5be1ccd6ec938%22	https://kodanmal.com/images/amazing/Supreme.png	D:/My%20Web%20Sites/My%20website/kodanmal.com/images/amazing/Supreme.png	(from https://kodanmal.com/)
11:08:14	120574/120574	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Jul%202021%2004:08:14%20GMT	https://kodanmal.com/download-catalog	D:/My%20Web%20Sites/My%20website/kodanmal.com/download-catalog.html	(from https://kodanmal.com/)
11:08:14	61155/61155	---M--	200	added ('OK')	image/png	etag:%22eee3-5be1cd0d3b88b%22	https://kodanmal.com/images/Story.png	D:/My%20Web%20Sites/My%20website/kodanmal.com/images/Story.png	(from https://kodanmal.com/)
11:08:15	173864/173864	---M--	200	added ('OK')	image/jpeg	etag:%222a728-5be1cd04df572%22	https://kodanmal.com/images/Home_new.jpg	D:/My%20Web%20Sites/My%20website/kodanmal.com/images/Home_new.jpg	(from https://kodanmal.com/)
11:08:15	38492/38492	---M--	200	added ('OK')	image/png	etag:%22965c-5be1cd0e6b7f5%22	https://kodanmal.com/images/Tuna.png	D:/My%20Web%20Sites/My%20website/kodanmal.com/images/Tuna.png	(from https://kodanmal.com/)
11:08:15	43148/43148	---M--	200	added ('OK')	image/png	etag:%22a88c-5be1ccfe1541d%22	https://kodanmal.com/images/Cannes_Pineapple.png	D:/My%20Web%20Sites/My%20website/kodanmal.com/images/Cannes_Pineapple.png	(from https://kodanmal.com/)
11:08:15	46245/46245	---M--	200	added ('OK')	image/png	etag:%22b4a5-5be1ccfcab6e5%22	https://kodanmal.com/images/Canned_Corn.png	D:/My%20Web%20Sites/My%20website/kodanmal.com/images/Canned_Corn.png	(from https://kodanmal.com/)
11:08:15	97163/97163	---MCZ	200	added ('OK')	application/javascript	etag:W/%2217b8b-5ba4081945f0f%22	https://kodanmal.com/js/frontend/jquery.min.js	D:/My%20Web%20Sites/My%20website/kodanmal.com/js/frontend/jquery.min.js	(from https://kodanmal.com/)
11:08:16	179180/179180	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03efe-2bbec%22	https://cdnjs.cloudflare.com/ajax/libs/materialize/1.0.0-beta/js/materialize.min.js	D:/My%20Web%20Sites/My%20website/cdnjs.cloudflare.com/ajax/libs/materialize/1.0.0-beta/js/materialize.min.js	(from https://kodanmal.com/)
11:08:16	89992/89992	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03cf0-15f88%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/owl.carousel.js	D:/My%20Web%20Sites/My%20website/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/owl.carousel.js	(from https://kodanmal.com/)
11:08:17	497498/497498	---MCZ	200	added ('OK')	application/javascript	etag:W/%227975a-5ba4081946eaf%22	https://kodanmal.com/js/frontend/main.js?v=4408d67f36b04f9e607cb854	D:/My%20Web%20Sites/My%20website/kodanmal.com/js/frontend/main8177.js	(from https://kodanmal.com/)
11:08:17	99704/99704	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2218578-5ba40818d36fb%22	https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-brands-400.eot	D:/My%20Web%20Sites/My%20website/kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-brands-400.eot	(from https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/css/fontawesome-all.css)
11:08:17	99704/99704	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2218578-5ba40818d36fb%22	https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-brands-400.eot?	D:/My%20Web%20Sites/My%20website/kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-brands-400d41d.eot	(from https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/css/fontawesome-all.css)
11:08:17	55144/55144	---M--	200	added ('OK')	text/html	etag:%22d768-5ba40818d4a83%22	https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-brands-400.woff2	D:/My%20Web%20Sites/My%20website/kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-brands-400.html	(from https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/css/fontawesome-all.css)
11:08:18	64392/64392	---M--	200	added ('OK')	application/font-woff	etag:%22fb88-5ba40818d4a83%22	https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-brands-400.woff	D:/My%20Web%20Sites/My%20website/kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-brands-400.woff	(from https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/css/fontawesome-all.css)
11:08:18	99468/99468	---M--	200	added ('OK')	application/font-sfnt	etag:%221848c-5ba40818d469b%22	https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-brands-400.ttf	D:/My%20Web%20Sites/My%20website/kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-brands-400.ttf	(from https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/css/fontawesome-all.css)
11:08:18	511707/511707	---M--	200	added ('OK')	image/svg+xml	etag:%227cedb-5ba40818d42b3%22	https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-brands-400.svg	D:/My%20Web%20Sites/My%20website/kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-brands-400.svg	(from https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/css/fontawesome-all.css)
11:08:18	30788/30788	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227844-5ba40818d4a83%22	https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-regular-400.eot	D:/My%20Web%20Sites/My%20website/kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-regular-400.eot	(from https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/css/fontawesome-all.css)
11:08:18	30788/30788	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227844-5ba40818d4a83%22	https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-regular-400.eot?	D:/My%20Web%20Sites/My%20website/kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-regular-400d41d.eot	(from https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/css/fontawesome-all.css)
11:08:19	12216/12216	---M--	200	added ('OK')	text/html	etag:%222fb8-5ba40818d4e6b%22	https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-regular-400.woff2	D:/My%20Web%20Sites/My%20website/kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-regular-400.html	(from https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/css/fontawesome-all.css)
11:08:19	14672/14672	---M--	200	added ('OK')	application/font-woff	etag:%223950-5ba40818d4e6b%22	https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-regular-400.woff	D:/My%20Web%20Sites/My%20website/kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-regular-400.woff	(from https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/css/fontawesome-all.css)
11:08:19	30560/30560	---M--	200	added ('OK')	application/font-sfnt	etag:%227760-5ba40818d4e6b%22	https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-regular-400.ttf	D:/My%20Web%20Sites/My%20website/kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-regular-400.ttf	(from https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/css/fontawesome-all.css)
11:08:19	103937/103937	---M--	200	added ('OK')	image/svg+xml	etag:%2219601-5ba40818d4a83%22	https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-regular-400.svg	D:/My%20Web%20Sites/My%20website/kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-regular-400.svg	(from https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/css/fontawesome-all.css)
11:08:19	115148/115148	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221c1cc-5ba40818d5253%22	https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-solid-900.eot	D:/My%20Web%20Sites/My%20website/kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-solid-900.eot	(from https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/css/fontawesome-all.css)
11:08:20	115148/115148	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221c1cc-5ba40818d5253%22	https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-solid-900.eot?	D:/My%20Web%20Sites/My%20website/kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-solid-900d41d.eot	(from https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/css/fontawesome-all.css)
11:08:20	44068/44068	---M--	200	added ('OK')	text/html	etag:%22ac24-5ba40818d5a23%22	https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-solid-900.woff2	D:/My%20Web%20Sites/My%20website/kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-solid-900.html	(from https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/css/fontawesome-all.css)
11:08:20	55484/55484	---M--	200	added ('OK')	application/font-woff	etag:%22d8bc-5ba40818d5a23%22	https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-solid-900.woff	D:/My%20Web%20Sites/My%20website/kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-solid-900.woff	(from https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/css/fontawesome-all.css)
11:08:20	114928/114928	---M--	200	added ('OK')	application/font-sfnt	etag:%221c0f0-5ba40818d563b%22	https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-solid-900.ttf	D:/My%20Web%20Sites/My%20website/kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-solid-900.ttf	(from https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/css/fontawesome-all.css)
11:08:21	420283/420283	---M--	200	added ('OK')	image/svg+xml	etag:%22669bb-5ba40818d5253%22	https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-solid-900.svg	D:/My%20Web%20Sites/My%20website/kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/webfonts/fa-solid-900.svg	(from https://kodanmal.com/assets/global/plugins/fontawesome-free-5/web-fonts-with-css/css/fontawesome-all.css)
11:08:21	2577/2577	---M-Z	200	added ('OK')	image/png	etag:%225eb03cf0-a11%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.video.play.png	D:/My%20Web%20Sites/My%20website/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.video.play.png	(from https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.carousel.min.css)
11:08:21	1890/1890	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22762-5ba4081908a91%22	https://kodanmal.com/css/frontend/flaticon/font/Flaticon.eot	D:/My%20Web%20Sites/My%20website/kodanmal.com/css/frontend/flaticon/font/Flaticon.eot	(from https://kodanmal.com/css/frontend/flaticon/font/flaticon.css)
11:08:21	1890/1890	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22762-5ba4081908a91%22	https://kodanmal.com/css/frontend/flaticon/font/Flaticon.eot?	D:/My%20Web%20Sites/My%20website/kodanmal.com/css/frontend/flaticon/font/Flaticond41d.eot	(from https://kodanmal.com/css/frontend/flaticon/font/flaticon.css)
